Тип;Название;Ккал;Белки;Жиры;Углеводы;МассаПорции;Примечание;Источник
ПРОДУКТ;Кукурузная манка Гарнец безглютеновая;317.44;23;1.6;50.8;0;;
ПРОДУКТ;Кукурузные Хлопья Для Каши;350;8;1;78;0;;
ПРОДУКТ;Кукурузные Хлопья С Шоколадом Без Сахара И Фруктозы;310;9;2;64;0;;
ПРОДУКТ;Кукурузные Чипсы Лисички Со Сметаной;470;8.5;23;62;0;;
ПРОДУКТ;Кукурузные палочки;424;5;8;83;0;;
ПРОДУКТ;Кукурузные палочки Солнышко;490;4.5;22;68;0;;
ПРОДУКТ;Кукурузные палочки в сахарной пудре;358;3.5;9.3;65;0;;
ПРОДУКТ;Кукурузные палочки в сахарной пудре с бананом и стевией;433;5.4;15.8;65;0;;
ПРОДУКТ;Кукурузные палочки с сахарной пудрой;510;4;23;72;0;;
ПРОДУКТ;Кукурузные палочки сладкие;479.93;4.7;13;82.9;0;;
ПРОДУКТ;Кукурузные палочки со вкусом Кетчуп;490;7.5;23;63;0;;
ПРОДУКТ;Кукурузные хлопья;394.27;6.9;2.5;83.6;0;;
ПРОДУКТ;Кукурузные хлопья Алтайская сказка;352.68;8.3;1.2;75;0;;
ПРОДУКТ;Кукурузные шарики со вкусом бекона;421;6;3.4;69.8;0;;
ПРОДУКТ;Кукуруэные палочка натуральную;377.78;8.4;1.18;82.56;0;;
ПРОДУКТ;Кулинарное изделие из жареного мяса кур с гарниром охлаждённое: шницель куриный в яйце с картофельным пюре;86.4;4.55;3.86;8.64;0;;
ПРОДУКТ;Кулинарный шедевр» Приправа для рыбы с цедрой лимона и травами;230;11;8.5;27;0;;
ПРОДУКТ;Кулич Донской;360;7.5;8.5;52;0;;
ПРОДУКТ;Кулич Праздничный;430;8;14;69;0;;
ПРОДУКТ;Кулич С Цукатами;370;7;12;61;0;;
ПРОДУКТ;Кулич кокос и вафельная крошка;420;5;23;49;0;;
ПРОДУКТ;Кулич пасхальный;356.12;7;9;63;0;;
ПРОДУКТ;Кулич пасхальный магазинный;346.86;5.5;15.8;43.3;0;;
ПРОДУКТ;Кулич праздничный с цукатами;370;5.5;11;61;0;;
ПРОДУКТ;Кулич с цукатами Пасхальный;355;6;9.5;62;0;;
ПРОДУКТ;Куличик «Нижегородский» (с изюмом;450;6.8;19.5;61.9;0;;
ПРОДУКТ;Кумжа;101.91;16.7;3.6;0;0;;
ПРОДУКТ;Кумкват;54.69;1.9;0.9;9.4;0;;
ПРОДУКТ;Кумкват сушенный;350.9;1;0.5;85.6;0;;
ПРОДУКТ;Кумкват сушёный;343.99;3.8;0;80.1;0;;
ПРОДУКТ;Кумыс;40.25;2;1;5.8;0;;
ПРОДУКТ;Кумыс и Мед;39.2;2.1;1.2;5;0;;
ПРОДУКТ;Кумыс из кобыльего молока;46.76;2.1;1.9;5;0;;
ПРОДУКТ;Кумыс из коровьего молока;39.06;3;0.1;6.3;0;;
ПРОДУКТ;Кумыс из коровьего молока обезжиренный;15.69;1.5;0.1;2.1;0;;
ПРОДУКТ;Кунжут;581.98;19.4;48.7;12.2;0;;
ПРОДУКТ;Кунжут чёрный;579.2;19.4;48.4;12.2;0;;
ПРОДУКТ;Кунжут чёрный семена;585;22;51;10;0;;
ПРОДУКТ;Кунжутное Масло;898;0;99.8;0;0;;
ПРОДУКТ;Кунжутный соус;250;0.1;21;15;0;;
ПРОДУКТ;Купаты Из Курицы;173.6;15;12;1.4;0;;
ПРОДУКТ;Купаты шашлычные (Благояр;170;16;12;0;0;;
ПРОДУКТ;Купырь (кервель;45.84;3.2;0.3;7.3;0;;
ПРОДУКТ;Курабье ГОСТ;520;6.5;28;59;0;;
ПРОДУКТ;Курага;233.21;5.2;0.3;51;0;;
ПРОДУКТ;Курага красная;225;3;0.6;51;0;;
ПРОДУКТ;Курага с Миндалем В Шоколаде;360;4.5;17;48;0;;
ПРОДУКТ;Куриная Грудка Катсу Карри;180;11;7;18;0;;
ПРОДУКТ;Куриная Грудка С Грибами И Картофелем;140;9.5;6.5;12;0;;
ПРОДУКТ;Куриная Грудка С Запеченным Картофелем Большая Порция;138.8;9.8;6.8;9.6;0;;
ПРОДУКТ;Куриная Грудка С Птитимом;140;8.4;6.7;10.6;0;;
ПРОДУКТ;Куриная Грудка Со Шпинатным Булгуром И Медово Горчичным Соусом;151.5;9.6;7.8;10.7;0;;
ПРОДУКТ;Куриная Котлета С Рисом;163.4;8.3;6.79;16.6;0;;
ПРОДУКТ;Куриная Печень;300;10;28;3;0;;
ПРОДУКТ;Куриная голень вареная без кожи;162.72;27;5.6;0;0;;
ПРОДУКТ;Куриная грудка;116.05;23.6;1.9;0.4;0;;
ПРОДУКТ;Куриная грудка вареная;140.95;29.8;1.8;0.5;0;;
ПРОДУКТ;Куриная грудка гриль;126.2;12.9;5.4;6.5;0;;
ПРОДУКТ;Куриная грудка гриль с овощами и кукурузным ай Йоле;131.6;10.2;7.1;6.7;0;;
ПРОДУКТ;Куриная грудка копченая;120.25;18;5;0;0;;
ПРОДУКТ;Куриная грудка на пару;114.41;23.6;1.9;0;0;;
ПРОДУКТ;Куриная грудка с грибами и пенне;202.4;14.4;6.4;21.8;0;;
ПРОДУКТ;Куриная грудка с картофельным пюре и квашеной капустой;122;6.76;6.76;8.24;0;;
ПРОДУКТ;Куриная кожа;218.72;18;15.6;0;0;;
ПРОДУКТ;Куриная котлета с картофельным пюре;155;5.33;10;11;0;;
ПРОДУКТ;Куриная котлета-гриль;204.7;20.3;11.9;4.1;0;;
ПРОДУКТ;Куриная лапша по-домашнему;430.21;7.7;19.5;56.1;0;;
ПРОДУКТ;Куриная печень вареная;171.99;25.9;6.2;2;0;;
ПРОДУКТ;Куриная печень жареная;217.16;30.8;8.9;2;0;;
ПРОДУКТ;Куриное Филе Запеченное С Картофелем;183;5.9;9.6;18.5;0;;
ПРОДУКТ;Куриное Филе Отваренное С Бланшироваными Овощами;80.6;12.1;2.2;3.1;0;;
ПРОДУКТ;Куриное бедро запечённое с овощами;198.5;17.6;8.9;12;0;;
ПРОДУКТ;Куриное мясо в собственном соку;251.4;16;20;0;0;;
ПРОДУКТ;Куриное сердце;163.75;15.8;10.3;0.8;0;;
ПРОДУКТ;Куриное сердце вареное;187.77;20;10.9;1.1;0;;
ПРОДУКТ;Куриное филе;105.86;23.1;1.2;0;0;;
ПРОДУКТ;Куриное филе Агрокомплекс;132.55;21;5;0;0;;
ПРОДУКТ;Куриное филе бедра без кожи;140;18;8;0;0;;
ПРОДУКТ;Куриное филе в желе;44;9.5;0.5;0.2;0;;
ПРОДУКТ;Куриное филе в хрустящей короче с кисло-сладким соусом;230.4;17;9.6;19;0;;
ПРОДУКТ;Куриное филе вареное;157.15;30.4;3.5;0;0;;
ПРОДУКТ;Куриное филе запеченное с овощами;107;12.3;5.71;1.62;0;;
ПРОДУКТ;Куриное филе сыровяленое;300.09;52.8;9;0;0;;
ПРОДУКТ;Куриное филе-медальон Мираторг;193.33;13.3;8.1;15.5;0;;
ПРОДУКТ;Куриные Мини Котлеты С Макаронами;201.38;10;7.1;24.29;0;;
ПРОДУКТ;Куриные Оладьи По Гусарски;93.9;11.2;3.9;3.5;0;;
ПРОДУКТ;Куриные Паровые Котлеты;160;26.5;3.4;6.4;0;;
ПРОДУКТ;Куриные бедра;189.93;21.3;11;0.1;0;;
ПРОДУКТ;Куриные желудки;116.1;18.2;4.2;0.6;0;;
ПРОДУКТ;Куриные колбаски с сыром;220;12;19;0.7;0;;
ПРОДУКТ;Куриные крылышки;192.06;19.2;12.2;0;0;;
ПРОДУКТ;Куриные крылышки гриль с ароматными специями;370;13;34;2.5;0;;
ПРОДУКТ;Куриные крылышки копченые;303.74;29.9;19.5;0;0;;
ПРОДУКТ;Куриные лапки;215.99;19.4;14.6;0.2;0;;
ПРОДУКТ;Куриные наггетсы;192.2;12.7;9.3;14.5;0;;
ПРОДУКТ;Куриные ножки маринованные;206.73;17;14;1.7;0;;
ПРОДУКТ;Куриные окорочка;163.64;16.8;10.2;0;0;;
ПРОДУКТ;Куриные окорочка копченые;226.8;10;20;0;0;;
ПРОДУКТ;Куриные потроха;129.08;18.3;5.2;1.4;0;;
ПРОДУКТ;Куриные стрипсы с сырным соусом;246.67;15.83;15;12.08;0;;
ПРОДУКТ;Куриные тефтели;192;17;12;4;0;;
ПРОДУКТ;Куриные тефтельки с птитимом в сливочно-грибном соусе;152;7.8;8.1;11.9;0;;
ПРОДУКТ;Куриные чипсы;194;41.1;2.4;2;0;;
ПРОДУКТ;Куриные чипсы сыровяленые;194;41.1;2.4;2;0;;
ПРОДУКТ;Куриный;329.83;14.5;2.5;62;0;;
ПРОДУКТ;Куриный Рулет С Соусом Южный;239.7;13.2;10.9;22.2;0;;
ПРОДУКТ;Куриный Суп;40;3.5;1;4;0;;
ПРОДУКТ;Куриный Шницель В Яйце С Картофельным Пюре;160;7.9;9.4;11.1;0;;
ПРОДУКТ;Куриный бульон;191.2;4;9.5;21;0;;
ПРОДУКТ;Куриный рулет;307.14;16;26;0;0;;
ПРОДУКТ;Куриный суп пюре с сухариками;62;4.5;2;10;0;;
ПРОДУКТ;Куриный суп с вермишелью;79.3;5.19;2.22;9.63;0;;
ПРОДУКТ;Куриный суповой набор;186.34;16.5;12.6;0.4;0;;
ПРОДУКТ;Куриный фарш;146.59;17.4;8.1;0;0;;
ПРОДУКТ;Куриный фарш жирный;189.93;21.3;11;0.1;0;;
ПРОДУКТ;Куриный фонарик копчено-вареный;99.75;11;5;2;0;;
ПРОДУКТ;Курирые Крылышки Барбекью;530;6;32;53;0;;
ПРОДУКТ;Курица;195.66;16;14;0;0;;
ПРОДУКТ;Курица 1 крыло KFC;323.5;16.6;20.7;15.4;0;;
ПРОДУКТ;Курица 1 ножка KFC;246.2;21.4;12.6;10.1;0;;
ПРОДУКТ;Курица 1 стрипс оригинальный;297.83;24.5;15.2;13.7;0;;
ПРОДУКТ;Курица 1 стрипс острый;251.9;22.3;10.3;15.8;0;;
ПРОДУКТ;Курица spicy;393.9;79.6;6.9;3.5;0;;
ПРОДУКТ;Курица Байтсы Острые;274.96;23.5;11.9;16.6;0;;
ПРОДУКТ;Курица Байтсы Терияки;251.19;15.1;8.9;26;0;;
ПРОДУКТ;Курица В Кисло-Сладком Соусе;200.2;6.7;11;18.6;0;;
ПРОДУКТ;Курица В Сливочном Соусе С Гречкой;152.6;11;7;11.4;0;;
ПРОДУКТ;Курица Варено Копченая;102.4;17.3;2.8;2;0;;
ПРОДУКТ;Курица Гриль;218;24.3;13.2;0.9;0;;
ПРОДУКТ;Курица Маринованная;116;24.1;2;0.4;0;;
ПРОДУКТ;Курица С Картофельным Хешбрауном В Тортилье;222.3;8.6;9.9;24.7;0;;
ПРОДУКТ;Курица С Тыквенным Рисом;217;13;11;15.6;0;;
ПРОДУКТ;Курица Сушенная С Горчицей;270;57;4;2;0;;
ПРОДУКТ;Курица Тикка Тандури;192;12.8;8;17.2;0;;
ПРОДУКТ;Курица в соусе терияки с рисом;140.4;6.1;4;20;0;;
ПРОДУКТ;Курица в тыквенно-яблочном чатни с кускусом;148;12;2;20.4;0;;
ПРОДУКТ;Курица вареная (без кожи;172.07;25.2;7.4;0;0;;
ПРОДУКТ;Курица жареная;218.08;26;12;0;0;;
ПРОДУКТ;Курица карри с жасминовый рисом;138;5.7;5.3;16.9;0;;
ПРОДУКТ;Курица копченая;188.93;27.5;8.2;0;0;;
ПРОДУКТ;Курица по-сычуаньски с лапшой;121.4;7.3;2.9;17.2;0;;
ПРОДУКТ;Курица по-французски с рисом и овощами;196;12;12;11;0;;
ПРОДУКТ;Курица с аджикой, полутушка запечеая;185.2;19;12;0.3;0;;
ПРОДУКТ;Курица с картофельным хашбрауном в тортилье;234.4;10.4;10.4;24.8;0;;
ПРОДУКТ;Курица су-вид под соусом сулугуни с фасолью;120.6;10.3;7.2;3.8;0;;
ПРОДУКТ;Курица су-вид с овощами;110;11;5;5.5;0;;
ПРОДУКТ;Курица. Мясные чипсы;342.7;71.5;5.8;1.2;0;;
ПРОДУКТ;Куркума;418.89;12.7;13.8;58.2;0;;
ПРОДУКТ;Куркума (корень;418.89;12.7;13.8;58.2;0;;
ПРОДУКТ;Куркума молотая;250;10;3.5;44;0;;
ПРОДУКТ;Куропатка;261.65;18;20;0.5;0;;
ПРОДУКТ;Куропатка жареная;193.22;29;8;0;0;;
ПРОДУКТ;Курортный Ролл Tritato С Сыром;180;21;10;0.5;0;;
ПРОДУКТ;Курт;120;17;5;1;0;;
ПРОДУКТ;Кус-кус приготовленный;106.82;3.8;0.2;21.8;0;;
ПРОДУКТ;Кус-кус сухой;354.89;12.8;0.6;72.4;0;;
ПРОДУКТ;Кусадилья С Куриным Филе И Перцем;252.4;11;11.6;26;0;;
ПРОДУКТ;Кускус;370;12;2.5;75;0;;
ПРОДУКТ;Кускус Агро-Альянс;379.92;12;2.5;75;0;;
ПРОДУКТ;Кускус С Овощами;168;4.9;6;23.6;0;;
ПРОДУКТ;Кускус С Томатами;360;13;1;75;0;;
ПРОДУКТ;Кусончики Со Вкусом Барбекю;384;40;24;2;0;;
ПРОДУКТ;Кусочки Бедра Индейки В Маринаде;130;19;6;0;0;;
ПРОДУКТ;Кусочки щупальца кальмара в чесночном соусе;320;11;30;2;0;;
ПРОДУКТ;Кутабы С Сыром И Зеленью;237;7.2;8.6;32.7;0;;
ПРОДУКТ;Кутабы с сыром и помидорами;162;6.4;7.07;18.1;0;;
ПРОДУКТ;Кутабы с сыром творогом и зеленью;238.1;12;6.1;33.8;0;;
ПРОДУКТ;Кэроб;390.26;4.6;0.7;89;0;;
ПРОДУКТ;ЛУКАНКОВ КОЛБАС СРЕДНА ГОРА;297;19;24;1.8;0;;
ПРОДУКТ;Лаванда;23.72;4;0.7;0.2;0;;
ПРОДУКТ;Лаваш;246.96;7.88;2.08;48.36;0;;
ПРОДУКТ;Лаваш «Армянский» Тандырный, Нарезка;261.2;9.8;1.2;52.8;0;;
ПРОДУКТ;Лаваш «Кавказский;268.3;8.4;0.7;57.1;0;;
ПРОДУКТ;Лаваш Армянский;350;10;3.5;70;0;;
ПРОДУКТ;Лаваш Армянский По-деревенски;262;8.7;1.2;54;0;;
ПРОДУКТ;Лаваш Армянский Тандырный;261;9.8;1.2;52.8;0;;
ПРОДУКТ;Лаваш Армянский со вкусом сыра;210;6.8;0.8;43.8;0;;
ПРОДУКТ;Лаваш Деревенский;290;8;7;47;0;;
ПРОДУКТ;Лаваш Для Шавермы;260;9.5;0.9;55;0;;
ПРОДУКТ;Лаваш Круглий;256;8.6;1.2;52.7;0;;
ПРОДУКТ;Лаваш Круглый Мини;209;6.7;0.8;43.6;0;;
ПРОДУКТ;Лаваш Круглый Сырный;360;10;4;70;0;;
ПРОДУКТ;Лаваш Тандырный;197;6.3;0.7;40.8;0;;
ПРОДУКТ;Лаваш Тонкий;235;7.6;0.8;49.2;0;;
ПРОДУКТ;Лаваш Фитнес С Отрубями И Ржаной Мукой;253;8.2;0.5;53.7;0;;
ПРОДУКТ;Лаваш Цельнозерновой с семенами Чиа;220;6.8;1.4;44.2;0;;
ПРОДУКТ;Лаваш армянский (тонкий;270;9.1;1.1;56;0;;
ПРОДУКТ;Лаваш армянский классический;280;9;1;56;0;;
ПРОДУКТ;Лаваш армянский тонкий;285;8;1;61;0;;
ПРОДУКТ;Лаваш грузинский;223;7;1;48;0;;
